StoreNo,TimeStamp,TotalValueEclGST,NumberOfChicken,NumberApple,NumberOfBanana,NumberOfBeer,HourOfDay,MinuteOfHour
77010,2017/12/28 14:07:09,186,8,14,9,2,22,16
80602,2018/7/30 19:42:33,166,10,12,6,2,4,5
59439,2018/11/18 3:40:58,182,10,10,9,2,23,20
27849,2018/8/13 13:56:09,182,8,14,6,6,14,29
37550,2018/2/2 12:01:39,158,5,12,5,8,20,21
65556,2017/11/27 13:09:58,141,5,12,6,3,9,1
47343,2017/11/21 12:17:44,127,7,10,5,1,12,58
79677,2018/6/1 10:00:01,120,9,3,3,6,10,18
25194,2018/8/16 23:30:07,204,8,13,8,8,3,56
36667,2018/2/28 9:09:55,134,7,10,4,4,11,17
95751,2018/4/12 21:03:05,151,8,14,4,3,13,8
53139,2018/5/7 19:33:59,136,10,10,2,4,3,41
83289,2018/2/6 22:17:59,130,7,9,4,4,8,25
95558,2018/7/3 23:43:51,132,7,11,2,6,15,1
93311,2018/8/12 16:28:14,154,9,10,5,4,6,25
21561,2018/9/26 2:59:47,133,8,10,5,1,2,30
69756,2018/10/7 10:24:52,141,6,12,4,5,20,45
65476,2017/12/25 2:42:28,136,6,16,2,4,5,54
56582,2018/10/20 21:15:30,159,7,13,5,5,15,50
24610,2018/7/30 5:58:48,169,7,15,4,7,9,27
83247,2018/6/14 4:42:46,110,6,7,2,6,10,9
00848,2018/4/15 9:25:06,219,12,14,7,7,12,31
13614,2018/10/22 6:42:26,190,4,22,6,6,13,19
04638,2018/1/9 10:18:20,197,9,16,8,3,0,30
05801,2018/3/22 8:02:14,139,7,14,2,5,23,54
40692,2018/4/15 9:03:42,163,10,10,6,3,13,53
45424,2018/7/27 3:32:22,231,12,18,4,11,12,13
81016,2018/5/14 0:17:28,187,9,13,7,5,22,8
83558,2018/2/8 8:19:08,137,5,15,4,3,2,26
92823,2018/9/15 12:35:37,172,9,12,5,6,1,8
34757,2018/10/14 2:43:26,130,7,11,3,4,3,59
90223,2018/5/5 17:09:06,187,8,14,6,7,19,51
12433,2018/8/18 17:28:02,150,8,11,6,2,23,1
49987,2018/8/19 18:56:37,187,12,13,6,3,18,54
54853,2018/5/29 4:18:24,164,6,17,5,4,13,58
29576,2018/9/8 18:19:07,159,8,16,4,3,4,47
41447,2017/12/14 17:50:49,159,7,9,7,5,19,14
57847,2017/11/27 4:38:11,124,8,11,4,0,17,56
84421,2018/8/20 13:41:50,170,9,12,6,4,17,19
59214,2018/4/4 21:03:26,192,11,12,6,6,18,41
66761,2018/1/20 12:55:19,136,8,11,3,4,16,11
90925,2018/11/1 15:39:50,125,7,9,4,3,21,1
20770,2018/7/10 20:45:00,157,7,15,5,3,4,14
09240,2018/9/26 21:22:45,108,6,10,4,0,15,53
36318,2018/10/16 22:40:46,158,12,10,2,6,18,41
57892,2018/6/29 16:46:26,156,7,14,6,2,22,58
04068,2018/2/12 9:33:38,189,9,18,6,3,1,24
46357,2018/2/13 21:51:16,185,8,12,8,5,15,39
86500,2018/4/8 2:55:33,149,10,12,2,5,8,48
00178,2018/5/9 10:42:02,213,9,13,9,7,22,17
78379,2018/6/30 22:07:45,140,6,9,6,4,4,43
49590,2018/9/15 15:16:38,169,10,10,3,9,13,53
84298,2018/1/30 7:41:57,168,7,14,5,6,4,53
09283,2018/2/22 20:08:33,156,7,12,7,2,14,3
70765,2018/1/9 1:43:08,176,7,10,8,6,19,47
46563,2018/5/1 19:11:39,162,9,8,7,4,6,35
52424,2018/2/23 23:17:03,134,6,14,4,2,11,29
84929,2018/6/25 16:33:57,247,9,16,8,13,6,8
49440,2018/7/2 21:24:59,107,7,7,4,1,3,18
19845,2018/6/2 14:15:44,181,9,12,8,3,13,53
15406,2018/8/5 7:15:17,159,5,12,7,5,5,55
76193,2018/8/17 8:08:07,159,8,14,5,3,20,40
30204,2018/9/8 8:05:23,155,3,12,8,5,1,54
16439,2018/5/10 15:53:00,166,10,12,6,2,10,4
60388,2018/11/10 3:53:35,82,5,5,4,0,4,52
07232,2018/4/23 18:23:45,163,10,11,3,7,3,19
02030,2017/12/12 23:37:23,147,9,12,5,1,11,18
29168,2018/10/3 14:01:37,198,11,11,6,8,15,32
90150,2018/8/27 15:07:43,185,7,12,10,3,7,42
32384,2018/3/21 20:47:40,179,8,12,6,7,7,47
79265,2018/2/9 19:13:38,168,6,16,6,4,5,26
35134,2018/10/26 18:57:38,133,8,10,5,1,22,14
08392,2018/11/10 15:01:50,135,9,4,5,5,18,46
70825,2018/11/19 15:14:34,125,6,13,4,1,20,23
90021,2018/8/11 6:25:12,190,10,15,5,6,8,16
54343,2018/4/2 6:40:17,150,9,5,7,4,17,58
52721,2018/1/18 0:31:27,195,9,12,6,9,18,17
71482,2018/7/30 20:12:04,183,10,13,7,3,20,12
37624,2018/1/20 3:54:58,125,10,4,3,5,4,14
71354,2018/10/25 4:56:42,139,9,14,3,1,13,13
24227,2018/5/17 23:34:09,123,10,10,1,3,5,51
88272,2018/11/9 5:23:40,148,5,12,5,6,12,25
92706,2017/11/30 6:56:01,156,8,10,6,4,16,19
02009,2018/10/30 16:27:55,176,8,12,5,8,12,7
26774,2018/4/26 17:50:00,147,10,9,2,7,19,15
64757,2018/8/22 9:55:16,102,4,8,2,6,9,21
57170,2018/5/18 21:32:38,107,6,8,3,3,11,39
63320,2018/7/17 9:41:20,195,13,13,5,5,13,17
12290,2018/8/3 11:22:03,129,7,6,6,3,4,2
87940,2018/11/16 17:37:18,199,11,11,8,5,10,45
35738,2018/11/18 5:39:46,172,8,14,6,4,6,54
50306,2018/1/10 20:21:46,163,8,9,8,3,5,17
07396,2017/12/22 10:26:40,151,10,9,5,3,4,34
30296,2018/1/17 17:14:20,119,8,12,1,3,15,25
89011,2018/6/24 3:33:30,162,5,16,6,4,14,56
86434,2018/7/10 14:35:18,130,4,10,7,2,21,23
41805,2018/1/25 23:27:49,186,5,16,9,4,23,51
48009,2018/1/29 6:28:57,197,12,13,6,5,19,10
04580,2018/7/5 6:56:08,173,6,16,6,5,5,12
48742,2018/7/20 13:38:09,188,9,14,6,6,8,44
18324,2018/6/7 21:31:42,166,12,15,3,2,18,26
99516,2018/6/3 16:38:08,153,9,11,5,3,9,2
77600,2018/8/13 15:05:40,111,5,9,5,1,4,24
51784,2018/6/12 4:07:48,175,9,12,6,5,8,8
86948,2018/5/16 9:21:20,164,9,11,7,2,13,35
38288,2018/8/22 1:44:39,153,3,13,6,7,11,22
00014,2018/10/28 17:36:01,161,7,12,7,3,18,52
44411,2018/5/6 10:57:32,163,9,13,4,5,1,21
86303,2018/10/25 5:20:42,191,13,14,4,5,14,13
47909,2018/11/5 13:59:02,100,4,9,5,0,22,22
94343,2018/8/8 14:29:10,125,10,13,1,1,9,2
41588,2018/3/9 18:32:00,163,5,17,5,5,21,17
09287,2017/12/13 2:44:54,157,9,10,6,3,18,30
75763,2018/3/5 17:36:45,171,12,13,4,3,5,57
41138,2018/8/25 23:00:45,121,2,15,3,5,4,27
50873,2018/2/27 6:58:14,108,6,11,1,4,23,1
84062,2017/12/21 17:12:55,121,4,18,0,5,20,24
11749,2017/12/18 0:07:18,136,12,12,2,0,1,57
17872,2017/11/21 14:36:21,157,9,16,3,3,13,34
42795,2018/10/17 17:19:06,170,8,15,4,6,2,49
46532,2018/3/19 16:47:52,174,14,12,4,2,3,58
53574,2018/4/3 3:58:48,200,7,14,9,6,9,47
64770,2018/8/6 2:59:30,180,8,10,9,4,12,39
48952,2017/12/4 4:58:12,182,8,12,7,6,3,31
36306,2018/5/4 2:35:55,167,9,15,6,1,7,26
49800,2018/11/13 22:05:11,123,7,10,2,5,9,35
80604,2018/9/5 0:51:03,149,9,10,5,3,14,45
65556,2018/7/28 4:19:52,194,11,14,4,8,22,17
35405,2018/7/18 17:59:31,117,7,7,4,3,8,46
00975,2018/6/18 11:23:30,158,12,13,3,2,8,11
08017,2018/4/14 15:13:05,157,4,15,6,5,18,16
41249,2018/11/3 16:43:54,186,9,11,6,8,16,26
01426,2018/10/9 16:22:17,155,9,12,6,1,14,38
64967,2018/10/19 9:47:59,189,9,18,6,3,6,35
58206,2017/12/8 14:56:11,150,5,11,7,4,22,52
65482,2018/3/13 16:37:13,176,9,13,5,6,13,58
22963,2018/10/4 21:50:31,162,8,14,6,2,8,56
35915,2018/11/15 4:52:30,140,7,16,3,2,4,57
11804,2018/3/1 13:42:37,157,10,10,4,5,0,28
10888,2018/10/2 16:34:14,191,15,14,5,1,23,36
14854,2018/11/3 23:51:25,112,2,12,4,4,17,11
32217,2018/10/25 19:49:24,179,15,11,5,1,4,40
76560,2018/10/30 13:08:07,203,9,11,10,5,16,45
47942,2018/5/20 14:16:06,201,12,13,9,1,5,46
79494,2018/10/27 1:26:12,199,10,13,9,3,13,22
73318,2018/1/24 2:11:49,155,5,13,6,5,7,41
65589,2018/4/4 17:28:19,197,9,10,11,3,14,59
81311,2018/4/15 8:09:14,124,9,11,2,2,20,58
34505,2017/12/12 3:42:55,117,8,8,4,1,17,48
37934,2018/10/29 17:53:58,116,4,14,2,4,22,22
67751,2018/3/19 7:56:30,195,9,19,5,5,20,21
42976,2018/1/5 12:21:04,168,8,15,5,4,21,32
24851,2018/5/10 15:16:28,146,11,7,4,4,23,55
60714,2018/1/17 19:50:00,128,9,8,4,2,12,24
02553,2018/3/9 7:11:00,111,5,7,1,9,8,23
17176,2017/12/29 10:42:52,185,9,19,5,3,0,15
70393,2018/2/21 14:36:47,163,9,13,4,5,3,42
44055,2018/1/10 4:56:15,138,6,10,4,6,19,7
20829,2018/1/8 16:13:51,169,7,17,3,7,7,23
94454,2018/2/16 4:40:42,145,5,17,4,3,0,23
08342,2018/1/15 6:03:17,153,8,6,7,5,2,22
94241,2018/1/30 10:48:53,178,11,11,6,4,10,59
33223,2018/11/18 4:58:35,155,4,17,6,3,23,54
54279,2018/3/31 22:35:28,145,7,9,4,7,15,53
60894,2018/8/14 2:07:30,120,8,9,2,4,11,58
18207,2018/6/20 18:38:15,151,11,10,5,1,18,26
83960,2018/8/5 12:06:25,179,5,17,7,5,1,19
14825,2018/11/16 0:55:26,141,6,6,7,5,12,53
97803,2018/11/2 20:54:43,184,9,15,5,6,15,37
65487,2018/8/19 8:45:38,128,5,16,3,2,9,57
16510,2018/5/30 0:04:06,159,10,11,5,3,21,24
91320,2018/5/6 19:14:39,176,12,13,4,4,2,19
42441,2018/5/31 3:29:29,143,4,16,5,3,17,15
04106,2018/8/5 18:46:48,184,10,10,8,4,2,34
68833,2018/1/5 7:30:49,204,9,8,11,6,23,0
12418,2018/2/2 22:10:21,136,7,11,5,2,16,39
06508,2017/12/22 11:47:31,118,3,6,7,4,21,1
04641,2018/9/9 4:33:28,140,5,8,6,6,20,59
51697,2018/8/12 7:38:29,172,9,10,6,6,17,6
37662,2018/3/2 12:17:59,177,7,12,9,3,22,30
74790,2018/6/28 7:04:08,85,2,15,1,1,18,52
27806,2018/1/12 23:10:40,172,9,11,8,2,10,58
05103,2018/3/13 3:01:20,157,8,13,4,5,7,21
40144,2018/6/4 2:42:35,153,10,9,4,5,1,7
24848,2018/11/17 1:27:19,208,8,13,11,4,14,24
08910,2018/4/21 8:06:43,160,5,16,7,2,9,29
76366,2018/7/24 22:13:49,109,5,14,1,3,1,57
01825,2018/2/26 6:17:20,131,11,5,5,1,7,54
45648,2018/7/18 15:01:33,190,7,14,9,4,6,7
83055,2018/3/30 14:53:25,144,11,11,3,2,6,31
93086,2018/3/2 21:51:13,178,10,14,4,6,4,51
47869,2018/6/13 0:05:33,192,10,16,6,4,7,47
58347,2018/2/16 9:33:21,152,7,15,5,2,15,1
54143,2018/7/18 23:53:05,201,9,17,8,3,11,37
28509,2018/9/1 13:43:38,155,8,9,2,11,6,38
46186,2018/2/20 20:37:50,146,9,10,4,4,15,50
40948,2018/10/10 2:14:48,142,9,14,4,0,15,14
94893,2017/11/24 20:26:29,176,10,18,3,4,18,38
09766,2017/12/22 1:36:45,144,8,15,2,4,18,4
54372,2018/6/2 5:29:54,124,5,8,4,6,18,6
26066,2018/7/5 22:01:42,172,9,13,7,2,12,44
27633,2017/12/5 3:55:37,137,7,10,5,3,3,11
65484,2018/5/5 14:03:22,147,9,8,7,1,18,3
62450,2018/8/8 22:44:17,175,9,12,6,5,7,10
33857,2018/1/14 5:46:47,213,10,18,7,5,2,18
05774,2018/2/3 18:43:33,114,6,4,4,6,16,29
00605,2018/2/12 1:23:08,110,8,7,3,2,0,39
41636,2018/5/18 22:14:36,142,10,14,2,2,17,47
17853,2017/12/11 9:33:29,114,7,7,3,4,3,57
90403,2018/8/20 12:01:15,146,8,9,4,6,10,28
43619,2018/9/22 3:39:23,179,8,13,8,3,6,27
73094,2018/2/2 7:50:18,138,10,11,3,2,2,21
58696,2018/6/17 2:24:30,193,10,13,7,5,19,34
46498,2018/4/24 1:12:42,176,4,18,5,8,6,24
02659,2018/8/25 18:56:45,171,4,17,8,3,22,22
49416,2017/12/13 19:55:17,174,11,14,4,4,10,32
98720,2018/6/6 1:31:56,212,7,15,10,6,13,22
33986,2018/1/3 12:37:53,127,9,10,1,5,5,22
64285,2018/2/8 3:55:09,150,8,9,7,2,1,24
22374,2017/12/20 22:18:19,212,13,18,4,6,7,3
67345,2018/4/7 23:04:53,166,9,11,6,4,20,11
14207,2017/12/18 19:56:56,91,5,5,2,5,8,2
75253,2017/12/6 17:26:52,146,8,14,4,2,9,55
08656,2018/11/14 18:39:22,188,12,12,6,4,5,45
73077,2018/9/15 6:18:33,152,9,14,4,2,12,10
72122,2018/7/16 18:32:57,171,9,13,5,5,21,27
41429,2018/6/25 5:20:05,160,9,13,3,6,16,47
84057,2018/3/10 21:34:04,166,9,13,5,4,15,21
88394,2018/4/4 17:31:29,162,5,16,6,4,10,33
23466,2018/4/9 3:10:44,150,1,17,7,4,22,47
50429,2017/12/6 2:27:33,138,4,13,4,6,10,42
32186,2018/6/24 5:44:19,135,8,18,0,3,10,47
29911,2018/3/9 20:49:12,161,6,13,6,5,9,3
15191,2018/2/13 6:27:36,140,10,5,5,4,21,11
40503,2018/6/10 20:06:11,235,11,12,12,5,20,12
58238,2018/10/7 0:00:21,124,5,11,5,2,15,4
02803,2018/4/4 0:38:13,147,8,13,4,3,5,4
66807,2018/1/29 21:45:30,180,6,15,8,4,3,46
72762,2018/8/11 15:37:18,250,13,14,12,4,13,40
19776,2017/11/24 9:41:28,99,4,9,3,3,12,1
90185,2018/6/12 7:56:17,156,9,7,3,10,9,6
57790,2018/11/19 20:43:12,137,7,10,5,3,15,32
25797,2018/6/28 15:18:22,133,7,12,1,7,19,13
71557,2018/1/8 7:43:10,168,10,14,4,4,8,2
36137,2018/10/14 3:09:23,151,8,6,3,11,14,55
35164,2018/9/19 12:00:00,159,8,12,6,3,3,44
61625,2018/4/18 0:26:09,150,7,12,5,4,5,58
20328,2017/12/25 16:55:42,134,6,11,3,6,22,34
81069,2018/9/6 17:48:07,144,9,14,3,2,5,32
52918,2018/7/6 17:37:06,200,12,12,5,8,15,32
67211,2018/1/6 15:15:15,168,10,14,4,4,1,22
90302,2018/7/5 9:09:18,191,11,15,5,5,9,5
52200,2018/4/10 21:25:28,127,3,14,6,1,19,54
57051,2018/2/23 13:04:28,143,9,13,4,1,22,38
63495,2018/7/21 21:16:33,168,7,21,4,2,22,49
67884,2018/7/20 3:07:13,106,6,9,3,2,22,47
22547,2018/5/22 20:33:15,203,13,16,7,1,7,35
80367,2018/3/2 14:29:59,178,8,10,10,2,19,20
03939,2018/8/9 23:05:50,171,11,6,7,5,13,25
78704,2018/8/28 2:14:14,162,7,10,5,8,20,16
15144,2018/6/30 14:36:46,177,9,11,8,3,14,4
00330,2017/12/31 18:57:10,156,10,15,2,4,22,20
57851,2018/4/18 18:23:55,128,5,14,4,2,19,34
81405,2018/3/3 3:59:55,149,8,9,5,5,5,41
27051,2018/4/22 8:20:18,157,6,9,5,9,0,38
79706,2018/3/13 7:49:29,145,6,16,5,1,14,34
47298,2018/11/14 23:26:14,184,12,15,4,4,4,34
49180,2018/2/14 14:31:17,156,7,11,5,6,8,57
66955,2018/10/20 23:09:26,174,10,16,5,2,14,10
88053,2018/8/14 22:58:02,176,8,11,8,4,9,20
98701,2017/11/21 0:02:23,109,8,8,3,1,16,55
25951,2018/1/22 9:19:14,128,11,9,2,2,17,54
85778,2018/2/19 11:43:16,145,5,17,4,3,17,0
22373,2018/5/1 7:19:17,166,5,21,4,4,16,26
01872,2018/1/29 15:53:57,91,5,10,2,1,9,55
38325,2018/8/31 20:48:38,135,8,8,5,3,7,23
85074,2018/9/1 12:23:01,103,6,5,4,3,19,55
02819,2018/1/9 15:05:33,147,10,7,3,7,14,50
69988,2018/10/16 3:11:58,125,8,10,4,1,9,35
67385,2018/2/28 11:14:50,152,11,13,3,2,13,25
28757,2018/2/9 0:30:12,158,7,16,4,4,17,9
34543,2017/11/26 16:06:09,153,8,8,6,5,4,32
15899,2018/5/22 4:41:27,141,3,12,5,7,15,3
48760,2018/3/21 14:05:10,124,7,12,3,2,12,53
30335,2018/6/8 4:46:42,154,9,10,5,4,16,8
82362,2018/8/23 4:09:48,104,4,13,1,4,16,48
87248,2018/1/16 4:15:02,186,13,14,4,4,3,3
09049,2018/6/12 6:13:26,161,7,12,7,3,8,53
94794,2018/4/2 1:08:48,111,5,10,2,5,4,31
15967,2018/3/28 23:08:45,181,9,16,6,3,14,52
26451,2018/6/26 16:00:37,155,9,11,4,5,22,3
54637,2018/9/18 16:28:24,151,10,9,5,3,8,22
49327,2017/11/29 17:05:04,149,9,10,5,3,22,47
42734,2018/4/15 15:10:15,155,6,16,5,3,23,54
94513,2018/9/9 15:53:36,193,11,15,4,7,21,54
15013,2018/1/24 21:27:15,168,9,13,4,6,16,53
74132,2018/8/5 1:23:02,173,11,12,3,7,14,33
00584,2018/3/14 19:31:20,126,9,10,4,0,5,30
82187,2018/1/1 17:00:38,187,13,14,6,1,11,11
62604,2018/5/9 23:44:17,167,9,13,7,1,9,41
77181,2018/9/21 18:24:01,160,7,15,6,2,21,21
54286,2017/12/1 23:11:29,165,6,9,11,1,21,0
28901,2018/8/22 15:22:03,179,5,15,8,5,22,41
70788,2018/4/27 4:16:08,250,20,14,8,2,16,29
04492,2017/12/18 20:24:59,207,15,7,8,5,5,39
78631,2018/8/22 23:22:36,189,15,11,5,3,1,10
41650,2017/12/17 6:35:07,162,10,9,7,2,2,9
78925,2018/5/4 19:51:36,142,5,11,6,4,0,58
21338,2018/8/13 18:15:24,168,11,17,3,2,8,25
34332,2018/1/20 16:22:00,189,6,10,11,5,17,16
60788,2018/10/20 16:30:00,163,9,13,4,5,13,0
55453,2018/9/29 13:01:30,133,6,14,2,5,6,58
00104,2018/7/2 15:41:36,165,7,13,7,3,14,50
73538,2018/3/13 13:15:59,178,3,13,11,4,18,44
71161,2018/6/14 14:59:56,160,5,14,8,2,2,44
75430,2018/8/13 22:33:41,220,7,23,7,6,2,10
94608,2018/7/21 22:44:35,176,8,17,5,4,3,2
25278,2018/7/28 11:43:20,180,10,13,6,4,5,13
96044,2018/9/7 13:51:30,135,7,11,3,5,19,18
07446,2018/9/25 13:35:02,186,6,19,8,2,1,41
12692,2018/9/20 4:01:02,96,6,10,0,4,0,55
17780,2018/6/14 4:24:41,156,10,11,4,4,14,48
62653,2018/8/26 6:08:43,154,8,14,5,2,17,33
98091,2018/5/14 23:18:19,148,11,10,4,2,20,4
40271,2018/6/24 5:06:35,157,9,11,3,7,17,8
22870,2018/2/11 10:30:54,190,9,21,4,4,15,53
39479,2017/12/24 19:56:51,144,9,12,4,2,12,25
46071,2018/4/4 22:40:30,150,10,10,5,2,13,37
41454,2018/2/22 8:09:35,191,11,21,2,5,14,18
16127,2018/7/13 0:10:03,201,9,19,7,3,0,5
33212,2018/5/15 17:24:18,110,7,10,1,4,14,42
66760,2018/10/8 20:03:41,146,5,8,8,4,23,20
74962,2018/7/20 0:41:19,178,10,14,4,6,19,48
94261,2018/5/29 5:52:38,131,8,11,3,3,6,55
12009,2018/3/27 7:16:04,175,14,9,5,3,3,46
16140,2018/10/21 17:05:43,153,8,16,2,5,21,58
11804,2018/7/2 13:19:12,94,4,7,4,2,22,49
53346,2018/6/30 22:42:35,140,12,8,2,4,8,21
64221,2018/4/4 0:02:28,175,10,10,5,7,18,4
93853,2018/6/25 11:38:07,152,9,10,6,2,8,6
18928,2018/3/22 21:32:31,164,9,17,4,2,7,9
74336,2018/10/3 8:07:18,122,4,14,4,2,6,41
66847,2018/11/17 17:40:29,185,12,16,3,5,19,37
23716,2018/6/18 4:15:11,148,6,10,4,8,10,11
61967,2018/2/24 13:59:18,137,7,12,4,3,14,24
16578,2018/6/22 12:51:25,152,8,15,3,4,22,35
43631,2018/9/22 18:08:03,172,6,15,7,4,9,41
20397,2018/2/20 21:32:47,144,3,14,5,6,7,32
04680,2018/1/13 12:32:23,197,9,17,5,7,8,27
74852,2018/1/18 0:39:43,124,4,10,5,4,7,20
24281,2018/3/8 9:29:17,109,6,10,1,5,16,43
71147,2018/9/7 20:58:12,158,8,17,4,2,8,9
58381,2018/7/29 7:54:03,155,11,13,4,1,15,0
97233,2018/8/24 18:11:48,139,8,14,0,7,8,14
72423,2018/7/21 20:43:35,164,6,14,4,8,17,13
58057,2018/7/6 18:45:17,173,7,11,9,3,12,55
28570,2018/1/7 11:16:02,160,10,12,4,4,21,57
97543,2018/7/31 4:31:11,113,5,7,5,3,8,40
28575,2018/5/31 1:50:24,201,14,11,6,5,13,29
22947,2018/10/20 11:02:54,191,16,7,4,7,21,42
25498,2018/5/3 2:30:54,134,7,6,6,4,11,34
28033,2018/3/18 4:50:47,189,7,14,7,7,5,46
12711,2018/11/18 16:38:34,143,8,8,6,3,5,7
08188,2018/3/3 22:40:34,160,5,11,7,6,0,15
76092,2018/1/19 20:26:02,182,8,16,5,6,8,25
38875,2018/8/25 7:52:00,129,10,3,4,5,6,13
97343,2018/6/23 3:03:33,194,15,9,6,4,16,1
87356,2018/1/16 7:33:58,197,13,12,7,3,18,0
03970,2018/10/20 8:12:12,174,5,12,7,8,3,4
94734,2018/10/31 1:12:58,151,7,9,6,5,9,5
10056,2018/2/19 3:34:57,173,9,14,6,3,6,44
21548,2018/8/10 8:07:27,142,6,16,4,2,16,13
29954,2018/1/1 6:55:45,206,15,14,5,4,18,42
45945,2017/12/1 16:56:14,136,7,9,6,2,20,41
26719,2018/4/24 11:56:06,182,9,17,5,4,8,34
20089,2018/7/11 12:03:10,184,10,14,6,4,8,48
21113,2017/12/13 5:41:03,168,12,13,3,4,6,57
92583,2018/7/3 9:27:15,207,9,17,5,9,4,46
24798,2018/10/13 7:19:46,161,10,13,3,5,8,44
54246,2018/8/2 19:32:43,178,8,9,8,6,11,1
47741,2018/10/16 16:47:51,130,7,11,3,4,17,6
04952,2018/9/18 22:51:36,158,4,16,5,6,3,23
44614,2018/4/12 12:21:02,189,12,7,8,5,2,49
79699,2018/2/24 10:26:57,149,10,11,5,1,12,51
47840,2017/12/15 14:40:17,165,10,12,4,5,9,32
70593,2018/10/5 21:12:43,148,8,12,4,4,6,21
00724,2018/10/16 11:39:33,132,7,11,2,6,7,38
13250,2018/2/4 12:47:42,166,5,13,8,4,14,25
31407,2018/6/8 4:48:50,216,9,10,9,10,6,5
24922,2018/10/20 12:36:12,147,5,11,6,5,17,18
89764,2018/1/26 15:48:58,223,10,18,7,7,19,29
35465,2018/2/27 16:40:12,165,8,13,5,5,3,35
50664,2018/9/22 10:55:30,187,10,16,6,3,23,37
93323,2018/9/12 17:18:05,158,12,7,6,2,2,35
39221,2018/3/3 7:41:15,163,7,12,6,5,23,5
48699,2018/1/12 22:10:46,168,8,13,6,4,6,2
68125,2018/5/15 7:31:40,151,11,10,5,1,0,17
42007,2018/2/12 20:13:38,99,6,10,1,3,9,29
06683,2017/12/22 21:59:12,173,9,15,3,7,10,2
79566,2018/1/15 23:08:15,236,6,20,10,8,12,46
74261,2018/10/2 7:58:46,154,12,7,3,6,21,35
96452,2018/8/31 19:27:45,167,11,13,3,5,6,51
68236,2018/8/17 6:32:59,185,11,18,4,3,21,3
61962,2018/4/12 15:23:47,161,13,13,2,3,14,35
75413,2018/7/24 0:52:32,214,12,16,6,6,15,8
86607,2018/10/13 17:08:45,215,17,12,5,5,1,18
50810,2018/5/30 11:56:13,215,11,15,8,5,20,5
05771,2018/1/13 1:07:06,150,10,6,7,2,16,23
21625,2018/4/23 22:54:12,138,9,11,0,8,5,58
69878,2018/6/21 21:47:37,125,5,16,2,3,21,53
16715,2018/5/18 10:57:09,171,7,16,5,5,1,50
34071,2018/6/1 3:59:45,179,10,11,5,7,5,9
85690,2018/9/24 5:49:52,176,12,9,6,4,10,9
40242,2018/3/19 18:33:08,134,6,9,4,6,10,58
60024,2018/10/12 16:24:25,126,5,15,2,4,11,37
16925,2017/11/21 4:27:59,142,4,10,6,6,9,9
51584,2018/7/6 6:35:59,158,10,8,2,10,4,2
61725,2018/1/14 13:43:53,144,7,8,5,6,0,54
74794,2018/2/4 8:32:47,125,8,9,2,5,17,9
23170,2018/8/10 5:32:37,221,11,23,6,3,19,45
70713,2018/4/4 3:20:02,193,8,14,8,5,14,37
52545,2018/2/11 14:11:08,155,9,15,2,5,5,27
26270,2018/9/4 1:25:35,140,7,7,5,6,7,58
27667,2018/2/7 3:18:44,114,7,10,4,0,18,14
90879,2018/10/3 3:24:00,159,6,15,6,3,20,59
18152,2018/1/19 17:19:27,173,8,18,6,1,18,51
51579,2018/3/16 12:32:27,115,5,10,5,1,7,24
28200,2018/2/1 3:52:19,191,9,14,7,5,4,26
72207,2018/5/5 8:33:36,85,5,8,1,3,8,24
76103,2018/8/10 15:13:50,163,8,15,5,3,12,28
75560,2018/7/28 21:53:53,114,8,10,2,2,6,6
04356,2017/12/3 12:34:17,198,14,16,5,2,16,34
47247,2018/6/30 1:18:28,191,13,13,7,1,9,53
80370,2017/12/14 23:30:01,153,9,13,4,3,15,5
76701,2018/9/2 10:06:00,147,13,5,3,5,18,6
82609,2018/10/24 4:53:47,138,4,11,5,6,18,29
86004,2017/12/16 6:29:52,180,9,14,5,6,4,29
38267,2018/7/6 8:47:28,104,3,11,4,2,16,1
36428,2017/12/23 22:45:52,143,9,13,4,1,17,22
65919,2018/1/25 21:48:41,127,1,14,5,5,12,47
73460,2017/12/24 23:24:59,198,13,9,8,4,10,12
30279,2018/10/18 7:46:33,114,4,14,3,2,1,59
24686,2017/11/29 11:48:39,155,3,11,6,9,11,46
41602,2017/11/25 14:38:51,119,6,11,3,3,6,27
78106,2018/1/8 0:47:59,171,6,15,5,7,0,27
20590,2018/2/12 0:47:01,140,6,11,5,4,15,34
35119,2018/10/19 8:30:31,136,8,13,2,4,12,1
25255,2018/8/30 7:12:15,146,4,18,5,2,4,16
99247,2018/7/4 13:43:53,150,6,15,3,6,7,28
55821,2018/1/28 14:38:45,81,4,11,1,1,14,46
17756,2017/12/21 7:58:17,141,9,12,3,3,9,41
92100,2018/10/12 7:08:58,148,11,7,3,6,1,57
26091,2018/4/8 6:05:40,202,8,20,8,2,9,7
08618,2018/10/18 9:31:56,172,12,9,3,8,22,36
86207,2018/2/3 14:13:09,136,11,10,0,6,10,33
01892,2018/10/31 4:10:03,181,8,9,9,5,21,50
19165,2018/10/8 11:20:32,115,8,7,3,3,13,59
77308,2018/9/10 4:20:47,150,5,11,7,4,1,25
26561,2018/1/30 8:51:42,192,11,10,7,6,15,41
95963,2018/8/2 4:56:33,164,11,14,4,2,15,51
54709,2018/1/10 7:19:06,139,6,13,2,7,22,49
06213,2018/10/26 23:23:13,202,11,16,4,8,15,8
68423,2018/10/8 2:58:51,142,6,10,7,2,9,31
02957,2018/8/14 20:13:17,162,9,10,6,4,23,47
